employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,rating,year_x,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,score,pillar_code,year_y
EMP100415,Hadi Lukman,306853,1,1,2,2,2,2,1,1,4,38,,2021,86,96,DS,Dominant-Steadiness,ENTJ,86,19,8,3,GDR,2021
EMP100416,Cahyo Ganesha Handayani,763802,4,3,2,6,4,1,3,3,4,38,1,2021,45,94,CS,Conscientious-Steadiness,ESFJ,139,24,2,,GDR,2021
EMP100417,Adi Situmorang,212203,2,1,1,4,1,1,1,4,3,32,,2021,73,24,DI,Dominant-Influencer,INTJ,109.5135135,,1,3,GDR,2021
EMP100418,Oktavia Ganesha Fauziah,361013,4,4,4,4,4,2,2,4,4,29,5,2021,79,97,IS,Influencer-Steadiness,ISFP,109.5135135,,9,5,GDR,2021
EMP100419,Lestari Hidayat,143661,4,1,1,4,1,2,2,2,5,49,,2021,73,87,DC,Dominant-Conscientious,ISFJ,109.5135135,,7,5,GDR,2021
EMP100420,Vania Hartanto,857131,4,4,2,2,4,1,2,3,3,81,1,2021,82,98,SD,Steadiness-Dominant,,80,29,7,,GDR,2021
EMP100421,Adit Anggara,122593,4,2,2,2,2,2,1,2,2,51,3,2021,88,60,CI,Conscientious-Influencer,INTJ,85,22,1,3,GDR,2021
EMP100422,Ari Handayani,412819,4,2,1,6,5,3,1,1,6,54,3,2021,22,83,IC,Influencer-Conscientious,,103,28,8,4,GDR,2021
EMP100423,Valdo Fauziah,504461,2,3,1,4,1,1,1,2,6,83,3,2021,20,42,,Influencer-Steadiness,ENFJ,109.5135135,,8,,GDR,2021
EMP100424,Valdo Ramadhan,583793,4,4,5,5,3,1,2,1,6,23,,2021,91,81,DI,Dominant-Influencer,ISFJ,94,29,8,,GDR,2021
EMP100425,Novi Baskara Sinaga,948537,4,1,2,1,3,3,2,4,6,53,4,2021,40,46,DC,Dominant-Conscientious,ISFJ,83,28,8,4,GDR,2021
EMP100426,Dimas Pamungkas,182205,4,2,1,4,1,3,1,2,5,50,3,2021,64,64,DI,Dominant-Influencer,ENTJ,109.5135135,,2,3,GDR,2021
EMP100427,Dimas Adi Mahendra,824622,4,2,4,5,3,1,2,3,1,42,3,2021,69,21,ID,Influencer-Dominant,ENFJ,109.5135135,32,7,3,GDR,2021
EMP100428,Umar Pamungkas,651268,4,4,5,4,3,2,1,3,2,61,2,2021,20,74,DC,Dominant-Conscientious,ESFP,109.5135135,,9,2,GDR,2021
EMP100429,Gita Candra Situmorang,373545,1,1,3,3,4,3,1,4,6,31,,2021,59,95,SD,Steadiness-Dominant,INTP,132,28,8,4,GDR,2021
EMP100430,Valdo Nabila Rohman,152410,1,1,5,3,4,2,1,1,4,39,3,2021,93,30,CI,Conscientious-Influencer,,97,25,5,6,GDR,2021
EMP100431,Novi Wijaya Putra,672623,4,3,3,5,5,1,2,4,6,119,2,2021,68,63,DI,Dominant-Influencer,,140,24,4,2,GDR,2021
EMP100432,Rani Fadillah Rahmawati,816269,4,2,3,4,1,3,2,1,6,94,,2021,73,20,DI,Dominant-Influencer,ESTP,109.5135135,,10,2,GDR,2021
EMP100433,Dian Ridwan,953498,4,1,3,5,4,3,2,1,6,9,,2021,63,41,DC,Dominant-Conscientious,,91,28,10,,GDR,2021
EMP100434,Hadi Wibowo,529665,3,4,3,2,5,1,3,3,5,59,5,2021,46,70,CD,Conscientious-Dominant,INFP,137,33,7,5,GDR,2021
EMP100435,Intan Syahputra,846697,1,3,5,5,1,1,1,3,6,34,3,2021,64,20,SD,Steadiness-Dominant,INFJ,121,21,5,4,GDR,2021
EMP100436,Zahra Wijaya,344400,2,1,4,6,1,3,2,1,2,94,3,2021,75,67,ID,Influencer-Dominant,,97,21,3,4,GDR,2021
EMP100437,Indra Hartanto,694645,3,4,6,4,1,3,1,2,5,86,3,2021,76,91,,Dominant-Steadiness,ISTP,109.5135135,,10,3,GDR,2021
EMP100438,Bayu Yudhistira Santoso,890632,1,4,3,3,5,3,3,1,5,50,4,2021,60,65,ID,Influencer-Dominant,ESFJ,90,38,7,4,GDR,2021
EMP100439,Intan Tamba,951570,3,1,5,1,2,2,3,2,6,54,4,2021,29,88,IC,Influencer-Conscientious,ESFJ,83,30,3,5,GDR,2021
EMP100440,Cahyo Utama Sinaga,982586,1,3,6,6,2,2,1,1,5,3,,2021,53,75,SD,Steadiness-Dominant,ESFJ,119,40,3,,GDR,2021
EMP100441,Kartika Herlambang,110921,2,1,1,6,3,1,1,1,3,24,4,2021,91,84,SC,Steadiness-Conscientious,INTP,118,34,6,4,GDR,2021
EMP100442,Andi Qolbi Hidayat,115176,3,4,3,5,1,2,3,2,2,29,4,2021,91,29,IC,Influencer-Conscientious,ENTJ,138,35,7,3,GDR,2021
EMP100443,Bayu Qolbi Hidayat,515233,3,2,5,5,3,3,3,3,5,49,1,2021,45,79,CI,Conscientious-Influencer,ESFJ,117,26,9,1,GDR,2021
EMP100444,Dimas Purnama,741385,1,3,2,3,3,3,3,1,5,80,3,2021,50,50,DC,Dominant-Conscientious,INFJ,114,19,2,99,GDR,2021
EMP100445,Kurnia Wijaya,613214,1,3,5,6,2,1,2,3,6,31,2,2021,97,55,IS,Influencer-Steadiness,ENTJ,97,18,3,2,GDR,2021
EMP100446,Rifqi Iqbal Ginting,433489,2,1,2,5,3,1,2,4,3,75,2,2021,93,77,IC,Influencer-Conscientious,ENTJ,112,32,6,1,GDR,2021
EMP100447,Rendra Zulfikar Lestari,608514,1,3,3,3,3,3,3,2,4,23,,2021,48,97,ID,Influencer-Dominant,INFP,81,33,5,,GDR,2021
EMP100448,Gita Jatmiko Santoso,564093,4,1,2,4,4,2,1,4,3,66,1,2021,42,23,ID,Influencer-Dominant,ISTP,109.5135135,,10,1,GDR,2021
EMP100449,Ari Ramadhan,776021,1,3,2,6,1,2,1,1,1,120,4,2021,58,75,,Conscientious-Influencer,ESFP,109,32,10,4,GDR,2021
EMP100450,Indra Lestari,249957,4,3,5,3,5,1,1,3,1,19,,2021,46,99,DI,Dominant-Influencer,INTJ,134,28,10,,GDR,2021
EMP100451,Fitri Qolbi Simanjuntak,143626,3,1,4,2,5,3,3,4,6,63,2,2021,95,87,CD,Conscientious-Dominant,ESFP,85,24,3,1,GDR,2021
EMP100452,Zahra Zulfikar Ramadhan,908586,3,1,3,2,4,3,3,4,1,52,1,2021,57,27,DC,Dominant-Conscientious,INFJ,118,26,8,2,GDR,2021
EMP100453,Yuni Subekti,595092,1,3,2,2,5,3,3,2,6,27,3,2021,92,83,CI,Conscientious-Influencer,INTJ,112,18,4,3,GDR,2021
EMP100454,Nadia Iqbal Maulana,711345,1,1,3,6,3,1,2,2,5,0,,2021,49,39,DI,Dominant-Influencer,ISTP,132,20,1,,GDR,2021
EMP100455,Zaki Siregar,932585,4,2,4,4,3,2,1,2,4,71,3,2021,96,51,CS,Conscientious-Steadiness,inftj,109.5135135,,10,3,GDR,2021
EMP100456,Rama Gunawan,604540,2,1,3,4,2,1,1,3,1,51,5,2021,65,88,IS,Influencer-Steadiness,ESTJ,109.5135135,,9,5,GDR,2021
EMP100457,Nurlita Maulana,759462,1,1,3,6,3,2,3,3,4,63,,2021,41,95,SD,Steadiness-Dominant,ISTJ,117,26,2,3,GDR,2021
EMP100458,Fajar Mahardika Handayani,876151,4,2,3,5,2,2,3,1,6,70,2,2021,27,89,IC,Influencer-Conscientious,ESFP,114,23,7,2,GDR,2021
EMP100459,Zahra Syahputra,906970,1,1,1,3,3,1,3,3,5,81,5,2021,29,28,,Influencer-Conscientious,ESFJ,85,22,8,5,GDR,2021
EMP100460,Joko Sinaga,551128,4,2,4,3,3,2,2,1,4,45,3,2021,49,23,SI,Steadiness-Influencer,ISTJ,89,29,4,2,GDR,2021
EMP100461,Novi Suharto,854545,3,1,3,2,3,2,1,3,3,37,,2021,74,88,CS,Conscientious-Steadiness,,87,35,4,2,GDR,2021
EMP100462,Lestari Anggara,802474,4,3,5,6,2,1,1,3,3,28,3,2021,81,54,CD,Conscientious-Dominant,ENTP,85,23,4,3,GDR,2021
EMP100463,Arif Kurniawan,514863,4,4,4,3,3,1,3,2,4,91,,2021,62,95,DI,Dominant-Influencer,ISFJ,123,35,7,4,GDR,2021
EMP100464,Anisa Erlangga Lukman,604118,4,4,1,3,2,3,1,4,4,104,5,2021,57,22,SD,Steadiness-Dominant,ESTJ,132,38,4,5,GDR,2021
EMP100465,Eko Pamungkas,583584,1,2,5,1,4,3,2,1,1,48,4,2021,56,70,CS,Conscientious-Steadiness,ISTJ,119,28,4,5,GDR,2021
EMP100466,Gita Nabila Indrawan,483945,2,4,6,2,4,1,3,3,5,48,3,2021,91,93,DS,Dominant-Steadiness,ISTP,95,35,5,3,GDR,2021
EMP100467,Lestari Mahardika Suharto,700106,1,4,6,6,2,3,1,1,3,10,,2021,81,63,DS,Dominant-Steadiness,ISFJ,115,23,8,,GDR,2021
EMP100468,Dinda Erlangga Indrawan,926889,1,1,3,3,1,2,1,3,5,26,4,2021,75,98,,Steadiness-Influencer,ISTP,109.5135135,12,10,3,GDR,2021
EMP100469,Sari Suharto,606506,3,4,6,5,3,2,3,1,3,57,3,2021,34,89,DS,Dominant-Steadiness,INTJ,82,36,9,2,GDR,2021
EMP100470,Wulan Saputra Santoso,569255,1,2,3,4,3,2,3,2,4,64,4,2021,72,57,SI,Steadiness-Influencer,ESTJ,109.5135135,,10,3,GDR,2021
EMP100471,Indra Zulfikar Rahmawati,660922,2,3,5,3,2,2,3,1,1,32,1,2021,58,84,DC,Dominant-Conscientious,INTJ,123,36,4,1,GDR,2021
EMP100472,Rani Zulfikar Ginting,858143,4,4,1,4,5,1,1,3,3,44,,2021,77,61,,Dominant-Steadiness,ISTP,109.5135135,,8,3,GDR,2021
EMP100473,Zaki Zulfikar Salsabila,529714,4,2,1,2,2,1,2,4,5,6,,2021,71,92,DS,Dominant-Steadiness,ESFJ,132,22,1,,GDR,2021
EMP100474,Vania Iqbal Fauziah,308819,1,3,2,5,1,3,2,4,2,45,2,2021,53,100,CD,Conscientious-Dominant,ESFP,103,27,7,2,GDR,2021
EMP100475,Rizky Setiawan,269930,1,1,4,3,4,1,1,2,1,47,4,2021,76,69,SD,Steadiness-Dominant,INTP,94,26,6,3,GDR,2021
EMP100476,Sari Hartanto,161209,3,3,3,1,4,2,2,3,4,96,3,2021,92,26,DS,Dominant-Steadiness,ENTJ,105,28,4,3,GDR,2021
EMP100477,Gita Wibowo,493852,2,2,4,1,4,3,2,3,6,98,2,2021,98,88,SD,Steadiness-Dominant,ENFJ,109.5135135,20,7,2,GDR,2021
EMP100478,Nurlita Kusuma Pratama,460826,4,4,5,2,4,1,1,2,2,66,4,2021,28,100,DI,Dominant-Influencer,,89,24,10,5,GDR,2021
EMP100479,Rendra Yudhistira Herlambang,444419,2,1,2,1,2,2,3,3,2,82,2,2021,27,72,CI,Conscientious-Influencer,ENTJ,115,25,7,,GDR,2021
EMP100480,Dimas Maulana,947073,3,1,3,4,1,1,1,4,6,28,2,2021,73,97,DI,Dominant-Influencer,ENFP,109.5135135,,10,1,GDR,2021
EMP100481,Rama Salsabila,569010,3,1,2,1,4,3,1,1,6,90,2,2021,21,21,DC,Dominant-Conscientious,ENFP,100,29,9,2,GDR,2021
EMP100482,Rani Rachman Setiawan,287204,1,4,2,5,5,3,3,4,6,38,3,2021,50,75,,Dominant-Influencer,ENTP,120,14,4,3,GDR,2021
EMP100483,Intan Nabila Pamungkas,691951,1,3,6,4,4,3,1,2,6,23,,2021,42,37,DI,Dominant-Influencer,ESFJ,109.5135135,,5,,GDR,2021
EMP100484,Citra Nabila Handayani,406686,4,1,4,4,2,3,3,2,3,35,4,2021,99,46,SD,Steadiness-Dominant,ENTP,109.5135135,,7,4,GDR,2021
EMP100485,Galih Aji Saputra,244322,1,3,6,5,2,2,3,3,4,20,,2021,60,72,CI,Conscientious-Influencer,ENTJ,111,18,5,,GDR,2021
EMP100486,Joko Simanjuntak,962324,4,3,3,5,3,2,1,3,4,22,,2021,88,78,SC,Steadiness-Conscientious,ESFJ,110,28,8,,GDR,2021
EMP100487,Joko Lukman,777470,4,3,6,5,4,2,2,4,3,24,3,2021,73,47,ID,Influencer-Dominant,ENTP,106,25,2,3,GDR,2021
EMP100488,Luthfi Pratama,575047,3,1,3,6,2,2,2,2,5,64,3,2021,95,95,DI,Dominant-Influencer,ENTJ,126,44,10,3,GDR,2021
EMP100489,Vania Adi Setiawan,404889,2,2,1,5,5,1,2,3,4,12,,2021,57,36,DS,Dominant-Steadiness,ISTP,124,21,2,,GDR,2021
EMP100490,Cahyo Suharto,876642,1,1,5,5,3,1,2,3,5,44,,2021,33,61,CI,Conscientious-Influencer,ESFJ,80,31,4,5,GDR,2021
EMP100491,Gita Anggara,373972,1,1,3,6,5,2,1,1,4,85,3,2021,92,76,ID,Influencer-Dominant,ENFP,89,26,8,2,GDR,2021
EMP100492,Ahmad Lestari Handayani,133776,4,1,4,6,3,3,1,4,2,74,3,2021,41,55,DC,Dominant-Conscientious,ISTJ,90,31,9,3,GDR,2021
EMP100493,Nurlita Wijaya,387766,3,1,6,5,3,2,1,4,4,47,3,2021,71,81,CD,Conscientious-Dominant,ESFJ,112,25,2,3,GDR,2021
EMP100494,Dwi Mahardika Anggara,597410,1,4,4,3,1,2,2,1,3,30,3,2021,41,44,IS,Influencer-Steadiness,INTJ,95,24,6,3,GDR,2021
EMP100495,Gita Ganesha Zulfikar,169722,1,3,4,3,5,3,2,3,3,64,3,2021,29,32,DI,Dominant-Influencer,ISTP,81,27,8,3,GDR,2021
EMP100496,Intan Wijaya Pratomo,896918,2,2,1,4,2,3,2,1,5,74,3,2021,43,81,SI,Steadiness-Influencer,ISTP,109.5135135,,4,3,GDR,2021
EMP100497,Oka Syahputra,629244,1,1,4,2,1,2,3,3,4,38,4,2021,67,23,,Steadiness-Conscientious,INTP,87,31,5,5,GDR,2021
EMP100498,Fitri Situmorang,983548,1,1,4,1,5,2,2,4,4,58,4,2021,65,99,IS,Influencer-Steadiness,ENTJ,80,41,9,4,GDR,2021
EMP100499,Adit Herlambang,579047,1,3,2,4,1,1,1,3,3,43,5,2021,27,24,CS,Conscientious-Steadiness,ISFJ,109.5135135,,7,5,GDR,2021
EMP100500,Yoga Mahardika Gunawan,848425,3,3,6,3,5,3,1,4,2,16,,2021,71,39,DC,Dominant-Conscientious,ENFP,117,27,3,,GDR,2021
EMP100501,Rifqi Rachman Santoso,940942,1,3,5,5,4,3,1,4,6,36,1,2021,34,54,CD,Conscientious-Dominant,enfp,122,25,9,1,GDR,2021
EMP100502,Wahyu Hasibuan,753133,2,2,6,5,5,3,2,4,5,59,2,2021,55,68,CD,Conscientious-Dominant,ESTJ,81,13,2,3,GDR,2021
EMP100503,Prasetyo Ganesha Ramadhan,125536,4,3,4,2,1,3,1,2,4,44,1,2021,32,78,CS,Conscientious-Steadiness,INTP,86,40,4,1,GDR,2021
EMP100504,Kartika Halim Ginting,809245,3,2,2,6,5,3,2,1,2,47,2,2021,23,21,CD,Conscientious-Dominant,ENTJ,113,23,6,2,GDR,2021
EMP100505,Intan Pramudita Maulida,741605,1,1,5,2,4,3,3,3,6,66,,2021,89,78,CD,Conscientious-Dominant,ENTJ,98,32,5,5,GDR,2021
EMP100506,Cahyo Iqbal Suharto,749189,2,3,1,1,3,1,1,4,6,82,3,2021,93,89,DC,Dominant-Conscientious,INTJ,102,20,8,3,GDR,2021
EMP100507,Dewi Rahmawati,878742,2,1,1,5,3,3,2,3,6,44,,2021,68,65,DS,Dominant-Steadiness,INFJ,81,32,10,4,GDR,2021
EMP100508,Sari Nabila Halim,125862,4,4,3,3,4,2,1,4,3,41,4,2021,89,20,DI,Dominant-Influencer,ENTJ,107,26,5,4,GDR,2021
EMP100509,Zaki Tri Lestari,431599,2,4,1,1,2,3,2,2,2,47,3,2021,81,55,,Steadiness-Conscientious,ISFP,85,22,1,3,GDR,2021
EMP100510,Rizky Lestari Situmorang,384721,2,1,4,3,4,3,2,2,6,46,3,2021,35,66,CD,Conscientious-Dominant,INTP,82,23,6,4,GDR,2021
EMP100511,Nugroho Saputra,370041,2,1,5,1,2,2,3,1,3,29,,2021,59,93,SD,Steadiness-Dominant,,135,31,8,5,GDR,2021
EMP100512,Valdo Ginting,923589,3,4,2,6,4,3,3,2,5,52,3,2021,31,72,SC,Steadiness-Conscientious,ISFJ,101,19,6,3,GDR,2021
EMP100513,Nabila Fadillah Setiawan,450065,1,1,6,6,1,1,3,1,2,59,3,2021,26,33,DC,Dominant-Conscientious,ENTP,109,29,9,,GDR,2021
EMP100514,Fitri Saputra Yulianto,844504,2,4,4,5,4,2,3,2,1,64,2,2021,43,85,ID,Influencer-Dominant,,91,28,9,2,GDR,2021
EMP100515,Cahyo Handayani,509749,1,3,3,3,5,1,1,3,6,65,1,2021,74,81,CS,Conscientious-Steadiness,INFJ,82,24,8,1,GDR,2021
EMP100516,Yoga Nugroho,815764,2,2,1,6,2,1,1,3,4,37,,2021,83,34,DI,Dominant-Influencer,ESTP,100,14,5,4,GDR,2021
EMP100517,Rendra Wibowo,748583,4,3,6,4,1,2,3,2,3,27,3,2021,56,48,IC,Influencer-Conscientious,ISTP,109.5135135,,3,4,GDR,2021
EMP100518,Hana Erlangga Gunawan,250311,1,3,1,6,3,1,3,3,5,83,3,2021,71,78,SI,Steadiness-Influencer,ENTJ,92,31,3,2,GDR,2021
EMP100519,Teguh Indrawan,782845,2,3,5,6,1,1,2,4,1,56,3,2021,34,53,CI,Conscientious-Influencer,,131,27,6,3,GDR,2021
EMP100520,Rifqi Kusuma Wibowo,265403,3,1,1,1,1,3,2,3,3,74,2,2021,95,44,SI,Steadiness-Influencer,ENFJ,86,28,5,2,GDR,2021
EMP100521,Nadia Gunawan,928685,2,3,2,6,2,3,3,1,6,35,4,2021,60,62,SI,Steadiness-Influencer,ESFP,100,34,7,5,GDR,2021
EMP100522,Nabila Yudhistira Salsabila,963792,1,1,6,4,5,1,3,3,5,63,2,2021,70,71,CI,Conscientious-Influencer,INFJ,109.5135135,,8,2,GDR,2021
EMP100523,Indra Adi Hartanto,926943,3,1,4,1,1,3,3,1,4,33,2,2021,86,23,SC,Steadiness-Conscientious,INTP,134,25,2,2,GDR,2021
EMP100524,Hadi Nugroho,214245,2,2,2,1,4,2,3,3,2,23,,2021,73,84,CI,Conscientious-Influencer,,94,25,2,,GDR,2021
EMP100525,Umar Fauziah,505954,4,1,4,3,4,2,2,4,6,79,3,2021,99,79,DI,Dominant-Influencer,ESFJ,105,28,1,,GDR,2021
EMP100526,Kartika Maulana,497248,4,1,5,3,3,2,3,4,6,82,5,2021,27,31,DS,Dominant-Steadiness,INTP,96,29,8,4,GDR,2021
EMP100527,Rendra Situmorang,420241,3,4,6,6,2,2,2,4,5,50,3,2021,77,58,SD,Steadiness-Dominant,ISTP,133,35,4,3,GDR,2021
EMP100528,Lestari Suharto,657020,3,4,5,2,4,3,1,3,3,18,,2021,29,20,SC,Steadiness-Conscientious,INTJ,85,37,1,,GDR,2021
EMP100529,Anisa Lukman,868144,2,4,4,1,2,2,1,1,1,46,3,2021,52,33,ID,Influencer-Dominant,ENTJ,108,24,3,3,GDR,2021
EMP100530,Rizki Lestari Suharto,567757,2,2,2,4,1,2,3,2,1,56,5,2021,81,64,ID,Influencer-Dominant,INTJ,109.5135135,,4,5,GDR,2021
EMP100531,Bella Erlangga Pratama,286789,4,4,1,2,5,2,3,1,2,1,,2021,31,87,SD,Steadiness-Dominant,ISTP,109.5135135,27,5,,GDR,2021
EMP100532,Umar Baskara Gunawan,265182,3,1,2,1,4,2,1,1,3,41,5,2021,61,53,CI,Conscientious-Influencer,ISFJ,109.5135135,25,10,5,GDR,2021
EMP100533,Fajar Ananda,208101,1,3,1,4,5,1,3,4,6,19,,2021,52,31,SI,Steadiness-Influencer,INFJ,109.5135135,,8,,GDR,2021
EMP100534,Rama Kurniawan,280618,4,1,4,6,2,3,2,3,6,20,,2021,54,79,SC,Steadiness-Conscientious,ESFJ,103,17,4,,GDR,2021
EMP100535,Wahyu Nabila Saputra,448793,2,3,6,2,5,3,2,3,1,57,3,2021,34,81,CI,Conscientious-Influencer,ISFJ,132,27,9,3,GDR,2021
EMP100536,Eko Gunawan,354263,4,4,5,5,5,3,2,1,1,79,2,2021,23,60,SC,Steadiness-Conscientious,ISFP,121,19,9,2,GDR,2021
EMP100537,Iman Yulianto,641586,2,1,2,6,1,2,1,3,2,34,2,2021,36,62,,Conscientious-Steadiness,ISFP,100,25,1,1,GDR,2021
EMP100538,Maya Gunawan,761826,2,1,2,6,3,2,2,4,4,39,,2021,33,77,SI,Steadiness-Influencer,,126,33,2,5,GDR,2021
EMP100539,Teguh Dharma Indrawan,632475,3,3,4,6,5,3,1,4,2,21,,2021,22,96,CI,Conscientious-Influencer,ESFJ,94,40,6,,GDR,2021
EMP100540,Anisa Halim Ramadhan,179922,2,2,3,3,2,1,3,3,5,47,,2021,43,44,DS,Dominant-Steadiness,ENTP,106,26,1,5,GDR,2021
EMP100541,Dinda Candra Pamungkas,585878,3,1,6,6,5,2,2,4,1,30,4,2021,87,67,DI,Dominant-Influencer,ENFJ,115,22,6,4,GDR,2021
EMP100542,Ahmad Situmorang,108424,3,1,2,5,3,3,3,2,6,78,2,2021,97,76,DS,Dominant-Steadiness,ENTP,131,26,7,2,GDR,2021
EMP100543,Teguh Fadillah Ramadhan,514092,3,2,4,1,4,2,3,4,2,57,4,2021,39,74,IS,Influencer-Steadiness,,85,41,5,,GDR,2021
EMP100544,Citra Putra,512663,4,2,5,4,1,1,3,3,2,50,2,2021,87,25,DI,Dominant-Influencer,INTP,109.5135135,,8,,GDR,2021
EMP100545,Adit Firmansyah,424202,1,2,4,4,4,2,1,4,6,54,2,2021,71,77,IC,Influencer-Conscientious,ESTJ,109.5135135,,10,2,GDR,2021
EMP100546,Nadia Saputra Kusuma,767202,2,4,4,5,1,1,3,4,5,77,2,2021,31,62,ID,Influencer-Dominant,ESTP,136,23,6,1,GDR,2021
EMP100547,Nabila Anggara,508164,4,1,3,3,1,2,1,2,1,28,4,2021,84,57,CI,Conscientious-Influencer,ISFJ,134,27,9,3,GDR,2021
EMP100548,Fajar Suharto,452688,4,4,2,4,1,1,2,3,3,88,3,2021,74,68,IS,Influencer-Steadiness,ESTP,109.5135135,,8,4,GDR,2021
EMP100549,Lestari Aji Subekti,559744,1,3,4,4,2,1,3,4,3,22,,2021,78,64,IC,Influencer-Conscientious,INTP,109.5135135,,8,,GDR,2021
EMP100550,Hadi Hartanto,391464,3,1,3,3,3,2,2,3,5,68,5,2021,72,69,IC,Influencer-Conscientious,ENFJ,109,20,5,5,GDR,2021
EMP100551,Mahendra Aji Permadi,124271,3,4,1,2,5,3,3,3,2,33,,2021,38,35,SD,Steadiness-Dominant,INTJ,109,35,1,4,GDR,2021
EMP100552,Vania Syahputra,394697,4,3,3,5,3,1,3,1,3,69,2,2021,88,23,SI,Steadiness-Influencer,ENTJ,137,27,1,2,GDR,2021
EMP100553,Lestari Kurniawan,989565,3,2,2,3,4,1,2,1,1,31,4,2021,24,94,CI,Conscientious-Influencer,ENTP,107,29,3,5,GDR,2021
EMP100554,Intan Saputra,233259,4,1,4,4,5,3,3,1,2,83,3,2021,39,93,SC,Steadiness-Conscientious,ENFJ,109.5135135,,2,3,GDR,2021
EMP100555,Rani Anugrah Ridwan,236227,4,4,6,5,2,1,1,1,5,2,,2021,89,68,IS,Influencer-Steadiness,ENFP,99,25,5,,GDR,2021
EMP100556,Hadi Rohman,110531,3,1,2,5,5,2,1,3,4,61,2,2021,81,37,CD,Conscientious-Dominant,ENTJ,107,30,2,1,GDR,2021
EMP100557,Rizka Subekti,442226,2,1,1,6,4,2,2,2,1,59,3,2021,71,49,CD,Conscientious-Dominant,ESTJ,102,28,1,3,GDR,2021
EMP100558,Joko Kurniawan,881556,3,1,6,2,2,2,1,4,4,79,2,2021,36,20,CS,Conscientious-Steadiness,ISTJ,109.5135135,29,10,2,GDR,2021
EMP100559,Ayunda Anggara,293095,3,2,6,6,5,3,2,4,2,26,3,2021,79,88,CI,Conscientious-Influencer,ISFP,133,22,10,3,GDR,2021
EMP100560,Adit Zulfikar Hidayat,473938,3,4,1,6,4,2,2,1,2,63,2,2021,46,55,IC,Influencer-Conscientious,ENTP,137,16,7,2,GDR,2021
EMP100561,Valdo Santoso,689781,3,4,6,5,3,1,1,1,3,0,,2021,68,92,SC,Steadiness-Conscientious,ESFP,82,29,7,,GDR,2021
EMP100562,Utami Suharto,666114,1,2,1,6,4,3,1,4,4,24,5,2021,67,42,DC,Dominant-Conscientious,ENTP,89,26,1,5,GDR,2021
EMP100563,Dinda Maulida,347632,3,2,2,3,5,2,2,2,4,9,,2021,42,70,DC,Dominant-Conscientious,,105,33,1,,GDR,2021
EMP100564,Maya Candra Lukman,394860,2,4,2,2,3,2,3,4,3,27,3,2021,41,78,,Influencer-Dominant,INFP,104,16,6,4,GDR,2021
EMP100565,Anisa Pramudita Maulana,911583,2,1,3,5,3,2,3,1,2,28,3,2021,41,85,SI,Steadiness-Influencer,INTP,119,29,10,4,GDR,2021
EMP100566,Rendra Setiawan,661335,1,1,6,4,2,3,2,1,4,95,4,2021,63,53,SC,Steadiness-Conscientious,ENFJ,109.5135135,,4,4,GDR,2021
EMP100567,Nurlita Ananda,391102,2,4,1,3,5,3,1,4,1,79,4,2021,81,55,CD,Conscientious-Dominant,ESFP,87,22,6,4,GDR,2021
EMP100568,Hana Dharma Gunawan,151270,2,3,6,5,4,3,1,2,3,61,3,2021,71,89,,Steadiness-Influencer,ENTJ,96,24,1,3,GDR,2021
EMP100569,Zaki Anggara,401004,4,3,6,1,5,1,1,3,3,30,2,2021,54,57,IS,Influencer-Steadiness,ISFJ,85,34,10,2,GDR,2021
EMP100570,Dewi Mahardika Purnama,529446,2,3,6,4,4,2,3,3,6,72,2,2021,51,70,IS,Influencer-Steadiness,ENFJ,109.5135135,,9,2,GDR,2021
EMP100571,Yuni Setiawan,809305,4,1,4,5,3,2,3,3,2,40,,2021,98,40,DS,Dominant-Steadiness,ESFP,139,39,10,1,GDR,2021
EMP100572,Rama Pradana,621816,3,1,2,1,5,1,2,1,3,53,3,2021,60,65,CS,Conscientious-Steadiness,INFP,135,18,3,4,GDR,2021
EMP100573,Arif Pramudita Syahputra,979823,1,3,2,3,3,2,1,1,2,15,,2021,45,84,SD,Steadiness-Dominant,ESTP,135,22,1,,GDR,2021
EMP100574,Kartika Putra,698987,2,3,2,5,1,1,3,3,2,64,3,2021,27,59,IS,Influencer-Steadiness,INFP,116,33,4,2,GDR,2021
EMP100575,Prasetyo Handayani,978825,3,3,4,6,5,2,2,2,6,10,,2021,68,81,,Steadiness-Conscientious,INFP,108,31,1,,GDR,2021
EMP100576,Andi Wijaya Kusuma,344402,3,2,4,1,2,2,1,4,6,48,3,2021,34,40,DS,Dominant-Steadiness,ENFP,99,37,6,3,GDR,2021
EMP100577,Umar Anugrah Hidayat,169857,4,3,2,3,1,2,1,3,3,79,4,2021,34,25,SD,Steadiness-Dominant,ENFP,109.5135135,30,6,3,GDR,2021
EMP100578,Teguh Anggara,367278,4,1,5,1,4,2,1,1,2,72,4,2021,72,63,DC,Dominant-Conscientious,ENTJ,136,26,1,4,GDR,2021
EMP100579,Yoga Sinaga,451139,3,1,6,3,1,1,2,3,1,55,3,2021,43,48,ID,Influencer-Dominant,INFJ,130,29,8,3,GDR,2021
EMP100580,Adi Lukman,469086,1,3,3,2,3,3,3,3,4,39,3,2021,24,64,SD,Steadiness-Dominant,INFJ,97,37,8,4,GDR,2021
