"employee_id","fullname","rating","iq_match","pauli_match","gtq_match","final_match_rate"
"EMP100372","Andi Baskara Pamungkas",,"117.97","76.67","100.00","100.19"
"EMP100373","Gita Lestari","3","125.35","106.67","114.29","116.42"
"EMP100374","Utami Tamba",,"100.93","56.67","114.29","91.66"
"EMP100375","Intan Setiawan","2","92.17","45.00","60.71","68.58"
"EMP100376","Evi Iqbal Syahputra","4","100.93","131.67","0.00","79.87"
"EMP100377","Mahendra Pramudita Sinaga","2","86.64","48.33","110.71","82.37"
"EMP100378","Hana Halim","1","109.68","133.33","142.86","126.73"
"EMP100379","Ayu Mahardika Simanjuntak","2","100.93","91.67","0.00","67.87"
"EMP100380","Evi Maulida","2","100.93","165.00","0.00","89.87"
"EMP100381","Cahyo Halim Siregar","3","98.62","116.67","67.86","94.80"
"EMP100382","Utami Erlangga Tamba","1","100.93","83.33","0.00","65.37"
"EMP100383","Eko Mahendra","4","90.32","65.00","67.86","75.99"
"EMP100384","Dimas Saputra Utami","4","112.44","43.33","85.71","83.69"
"EMP100385","Hana Ananda","2","104.15","143.33","64.29","103.94"
"EMP100386","Tania Santoso",,"129.03","106.67","121.43","120.04"
"EMP100387","Ari Tri Hartanto","4","100.93","98.33","96.43","98.80"
"EMP100388","Rani Qolbi Zulfikar","3","129.03","36.67","96.43","91.54"
"EMP100389","Fajar Pratama","3","100.93","138.33","153.57","127.95"
"EMP100390","Bayu Tri Simanjuntak","2","115.21","63.33","110.71","98.30"
"EMP100391","Rizka Adi Anggara","4","120.74","133.33","135.71","129.01"
"EMP100392","Tania Herlambang",,"101.38","156.67","64.29","106.84"
"EMP100393","Oktavia Ramadhan","3","110.60","43.33","100.00","87.24"
"EMP100394","Hadi Jatmiko Kurniawan","2","120.74","101.67","96.43","107.72"
"EMP100395","Joko Nabila Santoso","5","128.11","100.00","125.00","118.74"
"EMP100396","Zaki Anugrah Nugroho","3","127.19","146.67","114.29","129.16"
"EMP100397","Yuni Iqbal Putra","4","100.93","111.67","57.14","91.02"
"EMP100398","Joko Wijaya Wijaya","2","127.19","85.00","71.43","97.80"
"EMP100399","Zaki Ramadhan",,"117.97","148.33","85.71","117.40"
"EMP100400","Luthfi Herlambang","2","88.48","160.00","82.14","108.03"
"EMP100401","Dwi Wijaya Halim","4","100.93","130.00","0.00","79.37"
"EMP100402","Fajar Candra Maulida","3","76.50","150.00","117.86","110.96"
"EMP100403","Prasetyo Lestari","3","95.85","73.33","114.29","94.63"
"EMP100404","Anisa Tri Anggara","4","86.64","155.00","75.00","103.65"
"EMP100405","Teguh Erlangga Setiawan","4","117.05","81.67","121.43","107.75"
"EMP100406","Vania Lestari Subekti","3","78.34","118.33","89.29","93.62"
"EMP100407","Arif Rachman Suharto","4","106.91","113.33","67.86","97.12"
"EMP100408","Rafa Anugrah Kusuma","4","73.73","50.00","92.86","72.35"
"EMP100409","Rani Ginting","3","115.21","103.33","85.71","102.80"
"EMP100410","Adit Saputra Wijaya","3","100.93","46.67","100.00","84.37"
"EMP100411","Rani Fauziah","2","105.99","95.00","107.14","103.04"
"EMP100412","Tania Syahputra",,"119.82","96.67","128.57","115.50"
"EMP100413","Zahra Utama Pratomo","4","79.26","38.33","110.71","76.42"
"EMP100414","Citra Hasibuan","3","95.85","96.67","92.86","95.20"
"EMP100415","Hadi Lukman",,"79.26","143.33","67.86","95.06"
"EMP100416","Cahyo Ganesha Handayani","1","128.11","75.00","85.71","99.46"
"EMP100417","Adi Situmorang",,"100.93","121.67","0.00","76.87"
"EMP100418","Oktavia Ganesha Fauziah","5","100.93","131.67","0.00","79.87"
"EMP100419","Lestari Hidayat",,"100.93","121.67","0.00","76.87"
"EMP100420","Vania Hartanto","1","73.73","136.67","103.57","101.56"
"EMP100421","Adit Anggara","3","78.34","146.67","78.57","98.91"
"EMP100422","Ari Handayani","3","94.93","36.67","100.00","78.97"
"EMP100423","Valdo Fauziah","3","100.93","33.33","0.00","50.37"
"EMP100424","Valdo Ramadhan",,"86.64","151.67","103.57","111.23"
"EMP100425","Novi Baskara Sinaga","4","76.50","66.67","100.00","80.60"
"EMP100426","Dimas Pamungkas","3","100.93","106.67","0.00","72.37"
"EMP100427","Dimas Adi Mahendra","3","100.93","115.00","114.29","109.16"
"EMP100428","Umar Pamungkas","2","100.93","33.33","0.00","50.37"
"EMP100429","Gita Candra Situmorang",,"121.66","98.33","100.00","108.16"
"EMP100430","Valdo Nabila Rohman","3","89.40","155.00","89.29","109.05"
"EMP100431","Novi Wijaya Putra","2","129.03","113.33","85.71","111.33"
"EMP100432","Rani Fadillah Rahmawati",,"100.93","121.67","0.00","76.87"
"EMP100433","Dian Ridwan",,"83.87","105.00","100.00","95.05"
"EMP100434","Hadi Wibowo","5","126.27","76.67","117.86","108.86"
"EMP100435","Intan Syahputra","3","111.52","106.67","75.00","99.11"
"EMP100436","Zahra Wijaya","3","89.40","125.00","75.00","95.76"
"EMP100437","Indra Hartanto","3","100.93","126.67","0.00","78.37"
"EMP100438","Bayu Yudhistira Santoso","4","82.95","100.00","135.71","103.89"
"EMP100439","Intan Tamba","4","76.50","48.33","107.14","77.24"
"EMP100440","Cahyo Utama Sinaga",,"109.68","88.33","142.86","113.23"
"EMP100441","Kartika Herlambang","4","108.76","151.67","121.43","125.43"
"EMP100442","Andi Qolbi Hidayat","4","127.19","151.67","125.00","133.88"
"EMP100443","Bayu Qolbi Hidayat","1","107.83","75.00","92.86","93.49"
"EMP100444","Dimas Purnama","3","105.07","83.33","67.86","87.38"
"EMP100445","Kurnia Wijaya","2","89.40","161.67","64.29","103.55"
"EMP100446","Rifqi Iqbal Ginting","2","103.23","155.00","114.29","122.08"
"EMP100447","Rendra Zulfikar Lestari",,"74.65","80.00","117.86","89.22"
"EMP100448","Gita Jatmiko Santoso","1","100.93","70.00","0.00","61.37"
"EMP100449","Ari Ramadhan","4","100.46","96.67","114.29","103.47"
"EMP100450","Indra Lestari",,"123.50","76.67","100.00","102.40"
"EMP100451","Fitri Qolbi Simanjuntak","2","78.34","158.33","85.71","104.55"
"EMP100452","Zahra Zulfikar Ramadhan","1","108.76","95.00","92.86","99.86"
"EMP100453","Yuni Subekti","3","103.23","153.33","64.29","106.58"
"EMP100454","Nadia Iqbal Maulana",,"121.66","81.67","71.43","94.59"
"EMP100455","Zaki Siregar","3","100.93","160.00","0.00","88.37"
"EMP100456","Rama Gunawan","5","100.93","108.33","0.00","72.87"
"EMP100457","Nurlita Maulana",,"107.83","68.33","92.86","91.49"
"EMP100458","Fajar Mahardika Handayani","2","105.07","45.00","82.14","80.17"
"EMP100459","Zahra Syahputra","5","78.34","48.33","78.57","69.41"
"EMP100460","Joko Sinaga","3","82.03","81.67","103.57","88.38"
"EMP100461","Novi Suharto",,"80.18","123.33","125.00","106.57"
"EMP100462","Lestari Anggara","3","78.34","135.00","82.14","96.48"
"EMP100463","Arif Kurniawan",,"113.36","103.33","125.00","113.85"
"EMP100464","Anisa Erlangga Lukman","5","121.66","95.00","135.71","117.88"
"EMP100465","Eko Pamungkas","4","109.68","93.33","100.00","101.87"
"EMP100466","Gita Nabila Indrawan","3","87.56","151.67","125.00","118.02"
"EMP100467","Lestari Mahardika Suharto",,"105.99","135.00","82.14","107.54"
"EMP100468","Dinda Erlangga Indrawan","4","100.93","125.00","42.86","90.73"
"EMP100469","Sari Suharto","3","75.58","56.67","128.57","85.80"
"EMP100470","Wulan Saputra Santoso","4","100.93","120.00","0.00","76.37"
"EMP100471","Indra Zulfikar Rahmawati","1","113.36","96.67","128.57","112.92"
"EMP100472","Rani Zulfikar Ginting",,"100.93","128.33","0.00","78.87"
"EMP100473","Zaki Zulfikar Salsabila",,"121.66","118.33","78.57","107.74"
"EMP100474","Vania Iqbal Fauziah","2","94.93","88.33","96.43","93.40"
"EMP100475","Rizky Setiawan","4","86.64","126.67","92.86","100.51"
"EMP100476","Sari Hartanto","3","96.77","153.33","100.00","114.71"
"EMP100477","Gita Wibowo","2","100.93","163.33","71.43","110.80"
"EMP100478","Nurlita Kusuma Pratama","4","82.03","46.67","85.71","72.53"
"EMP100479","Rendra Yudhistira Herlambang","2","105.99","45.00","89.29","82.68"
"EMP100480","Dimas Maulana","2","100.93","121.67","0.00","76.87"
"EMP100481","Rama Salsabila","2","92.17","35.00","103.57","78.44"
"EMP100482","Rani Rachman Setiawan","3","110.60","83.33","50.00","84.24"
"EMP100483","Intan Nabila Pamungkas",,"100.93","70.00","0.00","61.37"
"EMP100484","Citra Nabila Handayani","4","100.93","165.00","0.00","89.87"
"EMP100485","Galih Aji Saputra",,"102.30","100.00","64.29","90.21"
"EMP100486","Joko Simanjuntak",,"101.38","146.67","100.00","114.55"
"EMP100487","Joko Lukman","3","97.70","121.67","89.29","102.36"
"EMP100488","Luthfi Pratama","3","116.13","158.33","157.14","141.09"
"EMP100489","Vania Adi Setiawan",,"114.29","95.00","75.00","96.71"
"EMP100490","Cahyo Suharto",,"73.73","55.00","110.71","79.21"
"EMP100491","Gita Anggara","3","82.03","153.33","92.86","106.67"
"EMP100492","Ahmad Lestari Handayani","3","82.95","68.33","110.71","86.89"
"EMP100493","Nurlita Wijaya","3","103.23","118.33","89.29","103.58"
"EMP100494","Dwi Mahardika Anggara","3","87.56","68.33","85.71","81.24"
"EMP100495","Gita Ganesha Zulfikar","3","74.65","48.33","96.43","73.29"
"EMP100496","Intan Wijaya Pratomo","3","100.93","71.67","0.00","61.87"
"EMP100497","Oka Syahputra","4","80.18","111.67","110.71","98.79"
"EMP100498","Fitri Situmorang","4","73.73","108.33","146.43","105.92"
"EMP100499","Adit Herlambang","5","100.93","45.00","0.00","53.87"
"EMP100500","Yoga Mahardika Gunawan",,"107.83","118.33","96.43","107.56"
"EMP100501","Rifqi Rachman Santoso","1","112.44","56.67","89.29","88.76"
"EMP100502","Wahyu Hasibuan","2","74.65","91.67","46.43","71.29"
"EMP100503","Prasetyo Ganesha Ramadhan","1","79.26","53.33","142.86","90.56"
"EMP100504","Kartika Halim Ginting","2","104.15","38.33","82.14","77.80"
"EMP100505","Intan Pramudita Maulida",,"90.32","148.33","114.29","114.91"
"EMP100506","Cahyo Iqbal Suharto","3","94.01","155.00","71.43","105.53"
"EMP100507","Dewi Rahmawati",,"74.65","113.33","114.29","98.15"
"EMP100508","Sari Nabila Halim","4","98.62","148.33","92.86","111.80"
"EMP100509","Zaki Tri Lestari","3","78.34","135.00","78.57","95.41"
"EMP100510","Rizky Lestari Situmorang","3","75.58","58.33","82.14","72.37"
"EMP100511","Nugroho Saputra",,"124.42","98.33","110.71","112.48"
"EMP100512","Valdo Ginting","3","93.09","51.67","67.86","73.09"
"EMP100513","Nabila Fadillah Setiawan","3","100.46","43.33","103.57","84.26"
"EMP100514","Fitri Saputra Yulianto","2","83.87","71.67","100.00","85.05"
"EMP100515","Cahyo Handayani","1","75.58","123.33","85.71","92.94"
"EMP100516","Yoga Nugroho",,"92.17","138.33","50.00","93.37"
"EMP100517","Rendra Wibowo","3","100.93","93.33","0.00","68.37"
"EMP100518","Hana Erlangga Gunawan","3","84.79","118.33","110.71","102.63"
"EMP100519","Teguh Indrawan","3","120.74","56.67","96.43","94.22"
"EMP100520","Rifqi Kusuma Wibowo","2","79.26","158.33","100.00","109.21"
"EMP100521","Nadia Gunawan","4","92.17","100.00","121.43","103.29"
"EMP100522","Nabila Yudhistira Salsabila","2","100.93","116.67","0.00","75.37"
"EMP100523","Indra Adi Hartanto","2","123.50","143.33","89.29","119.19"
"EMP100524","Hadi Nugroho",,"86.64","121.67","89.29","97.94"
"EMP100525","Umar Fauziah","3","96.77","165.00","100.00","118.21"
"EMP100526","Kartika Maulana","5","88.48","45.00","103.57","79.96"
"EMP100527","Rendra Situmorang","3","122.58","128.33","125.00","125.03"
"EMP100528","Lestari Suharto",,"78.34","48.33","132.14","85.48"
"EMP100529","Anisa Lukman","3","99.54","86.67","85.71","91.53"
"EMP100530","Rizki Lestari Suharto","5","100.93","135.00","0.00","80.87"
"EMP100531","Bella Erlangga Pratama",,"100.93","51.67","96.43","84.80"
"EMP100532","Umar Baskara Gunawan","5","100.93","101.67","89.29","97.66"
"EMP100533","Fajar Ananda",,"100.93","86.67","0.00","66.37"
"EMP100534","Rama Kurniawan",,"94.93","90.00","60.71","83.19"
"EMP100535","Wahyu Nabila Saputra","3","121.66","56.67","96.43","94.59"
"EMP100536","Eko Gunawan","2","111.52","38.33","67.86","76.47"
"EMP100537","Iman Yulianto","2","92.17","60.00","89.29","81.65"
"EMP100538","Maya Gunawan",,"116.13","55.00","117.86","98.31"
"EMP100539","Teguh Dharma Indrawan",,"86.64","36.67","142.86","88.51"
"EMP100540","Anisa Halim Ramadhan",,"97.70","71.67","92.86","88.44"
"EMP100541","Dinda Candra Pamungkas","4","105.99","145.00","78.57","109.47"
"EMP100542","Ahmad Situmorang","2","120.74","161.67","92.86","124.65"
"EMP100543","Teguh Fadillah Ramadhan","4","78.34","65.00","146.43","94.76"
"EMP100544","Citra Putra","2","100.93","145.00","0.00","83.87"
"EMP100545","Adit Firmansyah","2","100.93","118.33","0.00","75.87"
"EMP100546","Nadia Saputra Kusuma","2","125.35","51.67","82.14","90.28"
"EMP100547","Nabila Anggara","4","123.50","140.00","96.43","120.33"
"EMP100548","Fajar Suharto","3","100.93","123.33","0.00","77.37"
"EMP100549","Lestari Aji Subekti",,"100.93","130.00","0.00","79.37"
"EMP100550","Hadi Hartanto","5","100.46","120.00","71.43","97.61"
"EMP100551","Mahendra Aji Permadi",,"100.46","63.33","125.00","96.68"
"EMP100552","Vania Syahputra","2","126.27","146.67","96.43","123.44"
"EMP100553","Lestari Kurniawan","4","98.62","40.00","103.57","82.52"
"EMP100554","Intan Saputra","3","100.93","65.00","0.00","59.87"
"EMP100555","Rani Anugrah Ridwan",,"91.24","148.33","89.29","107.78"
"EMP100556","Hadi Rohman","2","98.62","135.00","107.14","112.09"
"EMP100557","Rizka Subekti","3","94.01","118.33","100.00","103.10"
"EMP100558","Joko Kurniawan","2","100.93","60.00","103.57","89.45"
"EMP100559","Ayunda Anggara","3","122.58","131.67","78.57","112.10"
"EMP100560","Adit Zulfikar Hidayat","2","126.27","76.67","57.14","90.65"
"EMP100561","Valdo Santoso",,"75.58","113.33","103.57","95.30"
"EMP100562","Utami Suharto","5","82.03","111.67","92.86","94.17"
"EMP100563","Dinda Maulida",,"96.77","70.00","117.86","95.07"
"EMP100564","Maya Candra Lukman","3","95.85","68.33","57.14","75.98"
"EMP100565","Anisa Pramudita Maulana","3","109.68","68.33","103.57","95.44"
"EMP100566","Rendra Setiawan","4","100.93","105.00","0.00","71.87"
"EMP100567","Nurlita Ananda","4","80.18","135.00","78.57","96.15"
"EMP100568","Hana Dharma Gunawan","3","88.48","118.33","85.71","96.61"
"EMP100569","Zaki Anggara","2","78.34","90.00","121.43","94.76"
"EMP100570","Dewi Mahardika Purnama","2","100.93","85.00","0.00","65.87"
"EMP100571","Yuni Setiawan",,"128.11","163.33","139.29","142.03"
"EMP100572","Rama Pradana","3","124.42","100.00","64.29","99.06"
"EMP100573","Arif Pramudita Syahputra",,"124.42","75.00","78.57","95.84"
"EMP100574","Kartika Putra","3","106.91","45.00","117.86","91.62"
"EMP100575","Prasetyo Handayani",,"99.54","113.33","110.71","107.03"
"EMP100576","Andi Wijaya Kusuma","3","91.24","56.67","132.14","93.14"
"EMP100577","Umar Anugrah Hidayat","4","100.93","56.67","107.14","89.52"
"EMP100578","Teguh Anggara","4","125.35","120.00","92.86","114.00"
"EMP100579","Yoga Sinaga","3","119.82","71.67","103.57","100.50"
"EMP100580","Adi Lukman","3","89.40","40.00","132.14","87.40"
"EMP100581","Wahyu Dharma Santoso","4","95.85","56.67","75.00","77.84"
"EMP100582","Wulan Nabila Fauziah","3","95.85","130.00","121.43","113.77"
"EMP100583","Dinda Zulfikar Herlambang","1","105.99","145.00","67.86","106.25"
"EMP100584","Satya Ananda","3","109.68","105.00","117.86","110.73"
"EMP100585","Indra Rohman",,"104.15","85.00","103.57","98.23"
"EMP100586","Adit Hartanto","3","102.30","71.67","71.43","83.85"
"EMP100587","Nabila Syahputra","3","104.15","110.00","89.29","101.44"
"EMP100588","Intan Rohman","3","94.01","55.00","117.86","89.46"
"EMP100589","Anisa Tri Pamungkas","3","100.93","60.00","0.00","58.37"
"EMP100590","Putri Rachman Hartanto","1","100.93","81.67","0.00","64.87"
"EMP100591","Kurnia Ginting","4","79.26","76.67","100.00","84.71"
"EMP100592","Galih Handayani","4","100.93","151.67","0.00","85.87"
"EMP100593","Hadi Santoso",,"128.11","113.33","100.00","115.24"
"EMP100594","Teguh Sinaga","2","123.50","38.33","146.43","104.83"
"EMP100595","Lestari Saputra","3","100.93","116.67","0.00","75.37"
"EMP100596","Dimas Aji Hidayat","3","100.93","35.00","0.00","50.87"
"EMP100597","Fajar Maulana","4","89.40","143.33","96.43","107.69"
"EMP100598","Adit Aji Tamba","4","114.29","88.33","85.71","97.93"
"EMP100599","Dimas Kurniawan",,"74.65","81.67","82.14","79.00"
"EMP100600","Zaki Wijaya",,"126.27","76.67","64.29","92.79"
"EMP100601","Nurlita Subekti","2","113.36","86.67","82.14","95.99"
"EMP100602","Rifqi Ananda","2","100.93","48.33","117.86","90.23"
"EMP100603","Ahmad Handayani","4","98.62","116.67","78.57","98.02"
"EMP100604","Yoga Lukman",,"100.93","156.67","0.00","87.37"
"EMP100605","Dwi Anggara","3","100.93","148.33","0.00","84.87"
"EMP100606","Wulan Candra Saputra",,"89.40","85.00","100.00","91.26"
"EMP100607","Rifqi Halim","3","75.58","110.00","92.86","91.09"
"EMP100608","Rani Kurniawan",,"100.93","51.67","67.86","76.23"
"EMP100609","Oktavia Nabila Ginting","3","105.07","41.67","92.86","82.38"
"EMP100610","Hana Rohman","3","86.64","78.33","100.00","88.15"
"EMP100611","Indra Sinaga","3","105.07","70.00","92.86","90.88"
"EMP100612","Adit Utami","3","105.99","63.33","42.86","74.25"
"EMP100613","Cahyo Nabila Situmorang","3","105.07","68.33","71.43","83.96"
"EMP100614","Cahyo Pratama","3","122.58","66.67","100.00","99.03"
"EMP100615","Ahmad Halim Nugroho","4","128.11","131.67","103.57","121.82"
"EMP100616","Nadia Ramadhan","4","81.11","143.33","107.14","107.59"
"EMP100617","Eko Rahmawati","1","95.85","36.67","103.57","80.41"
"EMP100618","Arif Ramadhan",,"129.03","158.33","121.43","135.54"
"EMP100619","Adi Candra Firmansyah","4","105.07","55.00","75.00","81.03"
"EMP100620","Oka Kusuma","1","109.68","138.33","135.71","126.09"
"EMP100621","Zahra Fauziah","4","80.18","63.33","82.14","75.72"
"EMP100622","Ahmad Anugrah Anggara",,"82.95","118.33","85.71","94.39"
"EMP100623","Hadi Simanjuntak","3","75.58","86.67","114.29","90.52"
"EMP100624","Luthfi Firmansyah","99","87.56","76.67","117.86","93.38"
"EMP100625","Dwi Utami","3","121.66","135.00","107.14","121.31"
"EMP100626","Arif Nugroho",,"74.65","90.00","114.29","91.15"
"EMP100627","Hadi Handayani",,"97.70","160.00","92.86","114.94"
"EMP100628","Fitri Dharma Siregar",,"77.42","143.33","110.71","107.18"
"EMP100629","Mahendra Subekti","3","114.29","46.67","114.29","94.00"
"EMP100630","Maya Candra Maulida",,"100.93","100.00","0.00","70.37"
"EMP100631","Zahra Dharma Zulfikar","3","109.68","150.00","92.86","116.73"
"EMP100632","Rani Pramudita Suharto",,"100.93","103.33","0.00","71.37"
"EMP100633","Dewi Setiawan","1","101.38","138.33","71.43","103.48"
"EMP100634","Nugroho Pratama","2","107.83","86.67","100.00","99.13"
"EMP100635","Umar Dharma Fauziah",,"122.58","106.67","60.71","99.25"
"EMP100636","Rama Aji Wibowo","3","73.73","40.00","121.43","77.92"
"EMP100637","Rani Adi Simanjuntak","4","96.77","51.67","78.57","77.78"
"EMP100638","Budi Yudhistira Permadi",,"100.93","78.33","0.00","63.87"
"EMP100639","Iman Pratama","2","127.19","156.67","96.43","126.80"
"EMP100640","Dewi Yudhistira Putra",,"124.42","133.33","82.14","114.41"
"EMP100641","Julia Simanjuntak","2","100.93","61.67","0.00","58.87"
"EMP100642","Umar Halim Pradana","4","97.70","51.67","139.29","96.36"
"EMP100643","Dewi Yulianto","3","124.42","145.00","64.29","112.56"
"EMP100644","Ayunda Hartanto","5","90.32","81.67","128.57","99.20"
"EMP100645","Yoga Iqbal Santoso","3","75.58","61.67","132.14","88.37"
"EMP100646","Oktavia Ananda","5","116.13","111.67","132.14","119.59"
"EMP100647","Vania Ganesha Ananda","4","107.83","115.00","60.71","95.85"
"EMP100648","Sari Mahardika Firmansyah",,"100.93","146.67","0.00","84.37"
"EMP100649","Wahyu Dharma Handayani",,"91.24","40.00","92.86","76.35"
"EMP100650","Rifqi Kurniawan",,"100.93","141.67","0.00","82.87"
"EMP100651","Novi Pamungkas","3","107.83","93.33","100.00","101.13"
"EMP100652","Eko Mahardika Lukman","5","112.44","100.00","78.57","98.55"
"EMP100653","Intan Pratama",,"102.30","96.67","92.86","97.78"
"EMP100654","Prasetyo Hidayat","3","100.93","73.33","53.57","78.45"
"EMP100655","Novi Lestari","4","100.93","88.33","0.00","66.87"
"EMP100656","Joko Herlambang","4","88.48","126.67","78.57","96.96"
"EMP100657","Rendra Anugrah Maulida","3","77.42","90.00","96.43","86.90"
"EMP100658","Nurlita Jatmiko Salsabila","3","100.46","75.00","100.00","92.68"
"EMP100659","Bella Utami","3","122.58","56.67","117.86","101.39"
"EMP100660","Anisa Putra","5","116.13","96.67","125.00","112.95"
"EMP100661","Budi Siregar","3","94.93","95.00","71.43","87.90"
"EMP100662","Utami Pratama","5","109.68","145.00","117.86","122.73"
"EMP100663","Rifqi Jatmiko Indrawan","4","113.36","38.33","114.29","91.13"
"EMP100664","Zaki Rachman Putra",,"93.09","98.33","121.43","103.16"
"EMP100665","Rendra Ridwan","4","94.01","68.33","107.14","90.25"
"EMP100666","Evi Sinaga",,"108.76","80.00","85.71","93.22"
"EMP100667","Rifqi Handayani","4","85.71","138.33","67.86","96.14"
"EMP100668","Luthfi Yudhistira Rohman",,"126.27","71.67","82.14","96.65"
"EMP100669","Adi Suharto","4","88.48","131.67","125.00","112.39"
"EMP100670","Rama Tamba","2","100.93","56.67","0.00","57.37"
"EMP100671","Fajar Baskara Rohman","2","102.30","90.00","103.57","98.99"
"EMP100672","Rani Ridwan","1","105.07","148.33","110.71","119.74"
"EMP100673","Citra Siregar",,"98.62","83.33","78.57","88.02"
"EMP100674","Valdo Handayani","3","100.93","90.00","92.86","95.23"
"EMP100675","Fajar Permadi","5","123.50","73.33","89.29","98.19"
"EMP100676","Rifqi Simanjuntak","1","74.65","121.67","114.29","100.65"
"EMP100677","Rani Halim Saputra",,"124.42","120.00","114.29","120.06"
"EMP100678","Julia Jatmiko Nugroho","3","100.93","58.33","0.00","57.87"
"EMP100679","Gita Sinaga","3","100.93","103.33","110.71","104.59"
"EMP100680","Nugroho Ramadhan","3","97.70","136.67","100.00","110.08"
"EMP100681","Kurnia Simanjuntak","4","88.48","68.33","82.14","80.53"
"EMP100682","Tania Zulfikar","2","100.93","116.67","96.43","104.30"
"EMP100683","Rani Qolbi Nugroho",,"117.97","146.67","100.00","121.19"
"EMP100684","Dian Rahmawati","4","100.93","153.33","0.00","86.37"
"EMP100685","Budi Wijaya Wijaya","4","100.93","95.00","0.00","68.87"
"EMP100686","Satya Utami","3","84.79","100.00","78.57","87.49"
"EMP100687","Gita Erlangga Herlambang","3","84.79","136.67","89.29","101.70"
"EMP100688","Adit Iqbal Kurniawan","3","120.74","101.67","146.43","122.72"
"EMP100689","Evi Zulfikar",,"127.19","38.33","67.86","82.73"
"EMP100690","Dian Tri Zulfikar","4","100.93","141.67","85.71","108.59"
"EMP100691","Dian Utama Hasibuan","4","100.93","141.67","0.00","82.87"
"EMP100692","Lestari Halim Purnama","3","125.35","66.67","114.29","104.42"
"EMP100693","Hadi Pramudita Zulfikar",,"119.82","81.67","78.57","96.00"
"EMP100694","Julia Hartanto","3","106.91","161.67","153.57","137.34"
"EMP100695","Joko Erlangga Subekti",,"79.26","83.33","92.86","84.56"
"EMP100696","Adi Halim Ananda","2","100.93","95.00","0.00","68.87"
"EMP100697","Teguh Zulfikar Siregar","4","123.50","35.00","114.29","94.19"
"EMP100698","Hadi Permadi",,"115.21","55.00","82.14","87.23"
"EMP100699","Kartika Rachman Suharto",,"113.36","48.33","114.29","94.13"
"EMP100700","Nugroho Ananda","4","86.64","50.00","53.57","65.73"
"EMP100701","Rani Fadillah Kusuma","3","121.66","55.00","82.14","89.81"
"EMP100702","Kurnia Utami","4","73.73","140.00","96.43","100.42"
"EMP100703","Dian Simanjuntak","3","100.93","40.00","78.57","75.95"
"EMP100704","Kartika Halim Wijaya","2","117.05","101.67","96.43","106.25"
"EMP100705","Gita Halim","3","105.99","88.33","78.57","92.47"
"EMP100706","Eko Jatmiko Mahendra","3","98.62","163.33","100.00","118.45"
"EMP100707","Adit Fauziah","2","96.77","106.67","96.43","99.64"
"EMP100708","Dian Hidayat","5","84.79","158.33","78.57","104.99"
"EMP100709","Citra Pramudita Ginting",,"111.52","120.00","117.86","115.97"
"EMP100710","Adi Wijaya","5","73.73","148.33","78.57","97.56"
"EMP100711","Wulan Lestari",,"122.58","151.67","114.29","128.82"
"EMP100712","Dinda Tamba","3","100.93","125.00","0.00","77.87"
"EMP100713","Iman Indrawan","6","81.11","116.67","82.14","92.09"
"EMP100714","Anisa Fadillah Mahendra","4","109.68","126.67","82.14","106.51"
"EMP100715","Novi Yudhistira Herlambang","2","77.42","53.33","92.86","74.82"
"EMP100716","Rizka Iqbal Firmansyah","3","100.93","93.33","0.00","68.37"
"EMP100717","Nabila Utama Ananda","4","79.26","153.33","146.43","121.63"
"EMP100718","Ayunda Mahardika Utami","3","95.85","65.00","121.43","94.27"
"EMP100719","Dimas Gunawan",,"100.93","118.33","0.00","75.87"
"EMP100720","Bayu Lukman","3","98.62","53.33","100.00","85.45"
"EMP100721","Nadia Rachman Maulana","4","100.93","141.67","0.00","82.87"
"EMP100722","Nadia Zulfikar","4","116.13","70.00","103.57","98.52"
"EMP100723","Ayu Aji Permadi","5","82.03","103.33","121.43","100.24"
"EMP100724","Iman Fadillah Pratama","5","107.83","150.00","92.86","115.99"
"EMP100725","Evi Baskara Suharto","5","100.93","118.33","0.00","75.87"
"EMP100726","Fajar Pradana","3","96.77","38.33","96.43","79.14"
"EMP100727","Sari Utama Hidayat","3","101.38","90.00","67.86","87.91"
"EMP100728","Rani Pradana","4","94.93","148.33","60.71","100.69"
"EMP100729","Ayunda Zulfikar","5","100.93","51.67","103.57","86.95"
"EMP100730","Iman Yudhistira Gunawan","3","86.64","130.00","85.71","99.37"
"EMP100731","Adi Maulana",,"94.01","96.67","71.43","88.03"
"EMP100732","Ayunda Setiawan","3","111.52","80.00","85.71","94.32"
"EMP100733","Utami Purnama","3","106.91","138.33","92.86","112.12"
"EMP100734","Dimas Utami",,"86.64","155.00","64.29","100.44"
"EMP100735","Oka Suharto","4","125.35","81.67","75.00","97.14"
"EMP100736","Oktavia Situmorang",,"110.60","93.33","92.86","100.10"
"EMP100737","Dwi Mahardika Lukman",,"100.93","140.00","0.00","82.37"
"EMP100738","Ahmad Halim","3","129.03","121.67","103.57","119.18"
"EMP100739","Prasetyo Halim Wijaya","1","100.93","130.00","103.57","110.45"
"EMP100740","Cahyo Herlambang","3","124.42","76.67","103.57","103.84"
"EMP100741","Zaki Pratomo",,"75.58","118.33","114.29","100.02"
"EMP100742","Adi Dharma Rohman","4","118.89","53.33","110.71","96.77"
"EMP100743","Nabila Wijaya",,"110.60","33.33","117.86","89.60"
"EMP100744","Zaki Situmorang","4","100.46","86.67","114.29","100.47"
